"plot","yr.m","ppt"
"FP","1988-11",24.56
"FP","1988-12",15.57
"FP","1989-01",63.79
"FP","1989-02",4.24
"FP","1989-03",59.96
"FP","1989-04",0
"FP","1989-05",7.15
"FP","1989-06",0
"FP","1989-07",42.18
"FP","1989-08",30.5
"FP","1989-09",12.41
"FP","1989-10",24.11
"FP","1989-11",7.65
"FP","1989-12",21.12
"FP","1990-01",38.54
"FP","1990-02",36.65
"FP","1990-03",46.98
"FP","1990-04",20.01
"FP","1990-05",7.66
"FP","1990-06",3.71
"FP","1990-07",60.91
"FP","1990-08",90.4
"FP","1990-09",57.82
"FP","1990-10",1.63
"FP","1990-11",37.5
"FP","1990-12",77.65
"FP","1991-01",44.48
"FP","1991-02",23.54
"FP","1991-03",171.24
"FP","1991-04",0
"FP","1991-05",0.3
"FP","1991-06",0.25
"FP","1991-07",11.24
"FP","1991-08",31.77
"FP","1991-09",40.83
"FP","1991-10",27.5
"FP","1991-11",46.15
"FP","1991-12",105.6
"FP","1992-01",75.81
"FP","1992-02",55.63
"FP","1992-03",148.53
"FP","1992-04",22.29
"FP","1992-05",70.02
"FP","1992-06",4.51
"FP","1992-07",90.75
"FP","1992-08",138.43
"FP","1992-09",10.09
"FP","1992-10",19.9
"FP","1992-11",5.5
"FP","1992-12",154.46
"FP","1993-01",271.02
"FP","1993-02",99.19
"FP","1993-03",77.04
"FP","1993-04",0
"FP","1993-05",8.53
"FP","1993-06",0.49
"FP","1993-07",4.99
"FP","1993-08",94.32
"FP","1993-09",8.92
"FP","1993-10",31.24
"FP","1993-11",115.37
"FP","1993-12",6.56
"FP","1994-01",6.78
"FP","1994-02",44.53
"FP","1994-03",48.35
"FP","1994-04",15.23
"FP","1994-05",15.29
"FP","1994-06",0.85
"FP","1994-07",30.05
"FP","1994-08",15.72
"FP","1994-09",21.91
"FP","1994-10",26.98
"FP","1994-11",40.92
"FP","1994-12",93.43
"FP","1995-01",108.25
"FP","1995-02",37.56
"FP","1995-03",77.95
"FP","1995-04",11.31
"FP","1995-05",8.23
"FP","1995-06",0
"FP","1995-07",4.33
"FP","1995-08",53.5
"FP","1995-09",46.13
"FP","1995-10",0
"FP","1995-11",32.13
"FP","1995-12",5.43
"FP","1996-01",1.85
"FP","1996-02",42
"FP","1996-03",15.43
"FP","1996-04",0
"FP","1996-05",0
"FP","1996-06",0.76
"FP","1996-07",42.02
"FP","1996-08",24.72
"FP","1996-09",45.33
"FP","1996-10",11.25
"FP","1996-11",13.93
"FP","1996-12",4.23
"FP","1997-01",80.89
"FP","1997-02",40.24
"FP","1997-03",2.66
"FP","1997-04",14.89
"FP","1997-05",10.61
"FP","1997-06",0.11
"FP","1997-07",3.22
"FP","1997-08",60.6
"FP","1997-09",20.67
"FP","1997-10",12.34
"FP","1997-11",12.15
"FP","1997-12",93.65
"FP","1998-01",32.21
"FP","1998-02",149.37
"FP","1998-03",79.88
"FP","1998-04",18.37
"FP","1998-05",2.73
"FP","1998-06",0
"FP","1998-07",32.2
"FP","1998-08",30.98
"FP","1998-09",32.73
"FP","1998-10",38.15
"FP","1998-11",33.16
"FP","1998-12",23.67
"FP","1999-01",5.06
"FP","1999-02",13.21
"FP","1999-03",3.55
"FP","1999-04",49.41
"FP","1999-05",0
"FP","1999-06",0
"FP","1999-07",86.95
"FP","1999-08",49.46
"FP","1999-09",45.94
"FP","1999-10",0
"FP","1999-11",0
"FP","1999-12",0
"FP","2000-01",5.8
"FP","2000-02",5.86
"FP","2000-03",88.49
"FP","2000-04",0.99
"FP","2000-05",0
"FP","2000-06",13.4
"FP","2000-07",6.07
"FP","2000-08",60.21
"FP","2000-09",0
"FP","2000-10",143.12
"FP","2000-11",26.98
"FP","2000-12",0.68
"FP","2001-01",93.16
"FP","2001-02",23.44
"FP","2001-03",38.94
"FP","2001-04",52.02
"FP","2001-05",4.91
"FP","2001-06",2.24
"FP","2001-07",40.97
"FP","2001-08",33.88
"FP","2001-09",0
"FP","2001-10",7.39
"FP","2001-11",3.93
"FP","2001-12",39.02
"FP","2002-01",6.76
"FP","2002-02",0
"FP","2002-03",8.79
"FP","2002-04",4.84
"FP","2002-05",0
"FP","2002-06",0
"FP","2002-07",20.01
"FP","2002-08",31.46
"FP","2002-09",27.44
"FP","2002-10",17.51
"FP","2002-11",19.73
"FP","2002-12",20.79
"FP","2003-01",8.82
"FP","2003-02",99.06
"FP","2003-03",63.83
"FP","2003-04",7.72
"FP","2003-05",0
"FP","2003-06",0
"FP","2003-07",17.06
"FP","2003-08",23.74
"FP","2003-09",16.32
"FP","2003-10",14.62
"FP","2003-11",31.12
"FP","2003-12",17.45
"FP","2004-01",20.72
"FP","2004-02",28.45
"FP","2004-03",59.42
"FP","2004-04",38.54
"FP","2004-05",0.25
"FP","2004-06",0
"FP","2004-07",21.87
"FP","2004-08",38.77
"FP","2004-09",31.23
"FP","2004-10",36.28
"FP","2004-11",33.58
"FP","2004-12",90.07
"FP","2005-01",116.73
"FP","2005-02",161.56
"FP","2005-03",23.57
"FP","2005-04",11.33
"FP","2005-05",0
"FP","2005-06",1.6
"FP","2005-07",39
"FP","2005-08",52.42
"FP","2005-09",5.12
"FP","2005-10",9.56
"FP","2005-11",0
"FP","2005-12",0
"FP","2006-01",0
"FP","2006-02",0
"FP","2006-03",58.36
"FP","2006-04",1.55
"FP","2006-05",3.42
"FP","2006-06",5.38
"FP","2006-07",42.87
"FP","2006-08",56.43
"FP","2006-09",19.14
"FP","2006-10",16.97
"FP","2006-11",0
"FP","2006-12",13.56
"FP","2007-01",22.73
"FP","2007-02",19.85
"FP","2007-03",22.24
"FP","2007-04",12.44
"FP","2007-05",1.79
"FP","2007-06",0
"FP","2007-07",35.19
"FP","2007-08",50.76
"FP","2007-09",7.08
"FP","2007-10",0.34
"FP","2007-11",2
"FP","2007-12",117.42
"FP","2008-01",93.59
"FP","2008-02",38.6
"FP","2008-03",0
"FP","2008-04",0
"FP","2008-05",42.27
"FP","2008-06",0
"FP","2008-07",51.23
"FP","2008-08",78.16
"FP","2008-09",13.15
"FP","2008-10",5.29
"FP","2008-11",18.46
"FP","2008-12",86.28
"FP","2009-01",12.96
"FP","2009-02",46.73
"FP","2009-03",0
"FP","2009-04",10.53
"FP","2009-05",10.62
"FP","2009-06",3.24
"FP","2009-07",9.07
"FP","2009-08",7.25
"FP","2009-09",24.1
"FP","2009-10",0
"FP","2009-11",0.5
"FP","2009-12",26.34
"FP","2010-01",138.45
"FP","2010-02",64.09
"FP","2010-03",48.36
"FP","2010-04",0.42
"FP","2010-05",0
"FP","2010-06",0
"FP","2010-07",44.1
"FP","2010-08",46.72
"FP","2010-09",50.34
"FP","2010-10",32.74
"FP","2010-11",13.76
"FP","2010-12",77.86
"FP","2011-01",0.19
"FP","2011-02",33.45
"FP","2011-03",14.22
"FP","2011-04",19.82
"FP","2011-05",2.71
"FP","2011-06",0
"FP","2011-07",40.46
"FP","2011-08",16.24
"FP","2011-09",13.35
"FP","2011-10",7.32
"FP","2011-11",59.34
"FP","2011-12",61.61
"FP","2012-01",1.21
"FP","2012-02",3.31
"FP","2012-03",40.01
"FP","2012-04",8.42
"FP","2012-05",3.36
"FP","2012-06",0
"FP","2012-07",53.29
"FP","2012-08",36.95
"FP","2012-09",36.62
"FP","2012-10",8.79
"FP","2012-11",15.33
"FP","2012-12",44.41
"FP","2013-01",100.78
"FP","2013-02",28.45
"FP","2013-03",34.6
"FP","2013-04",7.18
"FP","2013-05",0
"FP","2013-06",0
"FP","2013-07",33.39
"FP","2013-08",21.09
"FP","2013-09",44.68
"FP","2013-10",2.15
"FP","2013-11",74.69
"FP","2013-12",26.75
"FP","2014-01",0
"FP","2014-02",0
"FP","2014-03",55.45
"FP","2014-04",1.81
"FP","2014-05",0
"FP","2014-06",0
"FP","2014-07",36.27
"FP","2014-08",56.75
"FP","2014-09",143.44
"FP","2014-10",17.35
"FP","2014-11",0
"FP","2014-12",39.92
"FP","2015-01",87.36
"FP","2015-02",2.54
"FP","2015-03",23.43
"FP","2015-04",11.52
"FP","2015-05",37.81
"FP","2015-06",9.32
"FP","2015-07",14.49
"FP","2015-08",24.51
"FP","2015-09",19.44
"FP","2015-10",24.94
"FP","2015-11",18.81
"FP","2015-12",16.12
"FP","2016-01",82.75
"FP","2016-02",10.14
"FP","2016-03",0
"FP","2016-04",9.1
"FP","2016-05",3.35
"FP","2016-06",8.36
"FP","2016-07",12.18
"FP","2016-08",60.62
"FP","2016-09",8.87
"FP","2016-10",9.71
"FP","2016-11",29.3
"FP","2016-12",61.06
"FP","2017-01",85.48
"FP","2017-02",44.49
"FP","2017-03",20.22
"FP","2017-04",1.1
"FP","2017-05",6.58
"FP","2017-06",0
"FP","2017-07",89.18
"FP","2017-08",15.7
"FP","2017-09",10.46
"FP","2017-10",0
"FP","2017-11",0.34
"FP","2017-12",6.12
"FP","2018-01",18.31
"FP","2018-02",8.9
"FP","2018-03",5.21
"FP","2018-04",0
"FP","2018-05",0.83
"FP","2018-06",5.84
"FP","2018-07",49.27
"FP","2018-08",99.54
"FP","2018-09",6.55
"FP","2018-10",117.33
"FP","2018-11",21.9
"FP","2018-12",3.92
"FP","2019-01",41.08
"FP","2019-02",133.78
"FP","2019-03",35.9
"FP","2019-04",5.48
"FP","2019-05",15.5
"FP","2019-06",0
"FP","2019-07",21.93
"FP","2019-08",9.58
"FP","2019-09",110.96
"FP","2019-10",0
"FP","2019-11",70.92
"FP","2019-12",70.67
"FP","2020-01",3.5
"FP","2020-02",52.78
"FP","2020-03",64.73
"FP","2020-04",1.68
"FP","2020-05",1.08
"FP","2020-06",0
"FP","2020-07",4.88
"GH","1985-01",33.94
"GH","1985-02",21.33
"GH","1985-03",11.71
"GH","1985-04",5.3
"GH","1985-05",0
"GH","1985-06",0
"GH","1985-07",30.72
"GH","1985-08",18.94
"GH","1985-09",62.62
"GH","1985-10",30.6
"GH","1985-11",51.99
"GH","1985-12",15.06
"GH","1986-01",1.86
"GH","1986-02",53.97
"GH","1986-03",36.5
"GH","1986-04",4.07
"GH","1986-05",3.16
"GH","1986-06",1.18
"GH","1986-07",30.69
"GH","1986-08",44.56
"GH","1986-09",14.93
"GH","1986-10",25.73
"GH","1986-11",11.46
"GH","1986-12",54.31
"GH","1987-01",25.75
"GH","1987-02",53.54
"GH","1987-03",8.16
"GH","1987-04",1.74
"GH","1987-05",4.26
"GH","1987-06",0.87
"GH","1987-07",12.61
"GH","1987-08",28.75
"GH","1987-09",16.18
"GH","1987-10",17.15
"GH","1987-11",28.47
"GH","1987-12",31.18
"GH","1988-01",20.1
"GH","1988-02",13
"GH","1988-03",2.99
"GH","1988-04",49.01
"GH","1988-05",0
"GH","1988-06",1.94
"GH","1988-07",34.93
"GH","1988-08",64
"GH","1988-09",3.74
"GH","1988-10",45.69
"GH","1988-11",14.8
"GH","1988-12",4.68
"GH","1989-01",31.77
"GH","1989-02",2.09
"GH","1989-03",23.73
"GH","1989-04",0
"GH","1989-05",1.05
"GH","1989-06",1.54
"GH","1989-07",13.76
"GH","1989-08",14.36
"GH","1989-09",2.49
"GH","1989-10",27.16
"GH","1989-11",4.74
"GH","1989-12",15.04
"GH","1990-01",25.29
"GH","1990-02",36.98
"GH","1990-03",22.42
"GH","1990-04",17.32
"GH","1990-05",3.96
"GH","1990-06",3.06
"GH","1990-07",64.65
"GH","1990-08",122.22
"GH","1990-09",21.58
"GH","1990-10",5.89
"GH","1990-11",22.29
"GH","1990-12",68.53
"GH","1991-01",29.13
"GH","1991-02",15.72
"GH","1991-03",62.77
"GH","1991-04",0
"GH","1991-05",0.69
"GH","1991-06",1.74
"GH","1991-07",16.59
"GH","1991-08",22.08
"GH","1991-09",10.4
"GH","1991-10",21.27
"GH","1991-11",24.23
"GH","1991-12",57.85
"GH","1992-01",52.26
"GH","1992-02",72.86
"GH","1992-03",93.37
"GH","1992-04",14.05
"GH","1992-05",37.37
"GH","1992-06",6.14
"GH","1992-07",34.79
"GH","1992-08",77.33
"GH","1992-09",5.7
"GH","1992-10",12.15
"GH","1992-11",0.62
"GH","1992-12",94.42
"GH","1993-01",141.03
"GH","1993-02",62.46
"GH","1993-03",42.49
"GH","1993-04",0
"GH","1993-05",11.48
"GH","1993-06",0
"GH","1993-07",10.98
"GH","1993-08",95.72
"GH","1993-09",10.03
"GH","1993-10",14.03
"GH","1993-11",69.46
"GH","1993-12",4.9
"GH","1994-01",2.41
"GH","1994-02",43.03
"GH","1994-03",25.98
"GH","1994-04",10.19
"GH","1994-05",24.66
"GH","1994-06",1.14
"GH","1994-07",7.93
"GH","1994-08",13.2
"GH","1994-09",29.11
"GH","1994-10",29.9
"GH","1994-11",21.89
"GH","1994-12",68.29
"GH","1995-01",55.35
"GH","1995-02",45.72
"GH","1995-03",18.82
"GH","1995-04",10.01
"GH","1995-05",2.88
"GH","1995-06",0
"GH","1995-07",3.24
"GH","1995-08",60.1
"GH","1995-09",24.13
"GH","1995-10",0
"GH","1995-11",13.65
"GH","1995-12",2.41
"GH","1996-01",1.07
"GH","1996-02",55.19
"GH","1996-03",7.43
"GH","1996-04",0
"GH","1996-05",0.22
"GH","1996-06",0
"GH","1996-07",54.24
"GH","1996-08",29.37
"GH","1996-09",42.95
"GH","1996-10",3.53
"GH","1996-11",8.63
"GH","1996-12",0
"GH","1997-01",27.7
"GH","1997-02",15.4
"GH","1997-03",5.24
"GH","1997-04",9.37
"GH","1997-05",4.41
"GH","1997-06",0
"GH","1997-07",3.65
"GH","1997-08",45.33
"GH","1997-09",17.3
"GH","1997-10",9.42
"GH","1997-11",13.41
"GH","1997-12",60.76
"GH","1998-01",5.86
"GH","1998-02",120.6
"GH","1998-03",52.98
"GH","1998-04",9.1
"GH","1998-05",0
"GH","1998-06",0
"GH","1998-07",28.6
"GH","1998-08",45.31
"GH","1998-09",29.94
"GH","1998-10",1.46
"GH","1998-11",8.39
"GH","1998-12",8.16
"GH","1999-01",0.43
"GH","1999-02",2.49
"GH","1999-03",3.8
"GH","1999-04",30.61
"GH","1999-05",0
"GH","1999-06",0
"GH","1999-07",59.35
"GH","1999-08",35.2
"GH","1999-09",38.38
"GH","1999-10",0
"GH","1999-11",0
"GH","1999-12",0
"GH","2000-01",3.52
"GH","2000-02",2.1
"GH","2000-03",47.84
"GH","2000-04",0.21
"GH","2000-05",0
"GH","2000-06",27.16
"GH","2000-07",4.1
"GH","2000-08",36.9
"GH","2000-09",5.04
"GH","2000-10",78.93
"GH","2000-11",25.92
"GH","2000-12",0.44
"GH","2001-01",47.26
"GH","2001-02",32.68
"GH","2001-03",19.18
"GH","2001-04",41.38
"GH","2001-05",2.22
"GH","2001-06",2.68
"GH","2001-07",32.35
"GH","2001-08",53.26
"GH","2001-09",0
"GH","2001-10",11.97
"GH","2001-11",1.66
"GH","2001-12",29.24
"GH","2002-01",2.61
"GH","2002-02",0
"GH","2002-03",4.57
"GH","2002-04",3.67
"GH","2002-05",0
"GH","2002-06",0
"GH","2002-07",25.15
"GH","2002-08",13.21
"GH","2002-09",37.38
"GH","2002-10",3.76
"GH","2002-11",17.66
"GH","2002-12",14.94
"GH","2003-01",3.05
"GH","2003-02",64.8
"GH","2003-03",13.49
"GH","2003-04",5.65
"GH","2003-05",0
"GH","2003-06",0
"GH","2003-07",19.01
"GH","2003-08",30.2
"GH","2003-09",16.22
"GH","2003-10",1.06
"GH","2003-11",15.41
"GH","2003-12",9.69
"GH","2004-01",31.17
"GH","2004-02",19.97
"GH","2004-03",25.96
"GH","2004-04",22.28
"GH","2004-05",0
"GH","2004-06",0
"GH","2004-07",10.69
"GH","2004-08",30.71
"GH","2004-09",15.78
"GH","2004-10",23.34
"GH","2004-11",10.4
"GH","2004-12",37.01
"GH","2005-01",64.63
"GH","2005-02",85.01
"GH","2005-03",20.05
"GH","2005-04",3.52
"GH","2005-05",10.52
"GH","2005-06",0.81
"GH","2005-07",19.51
"GH","2005-08",70.93
"GH","2005-09",0
"GH","2005-10",9.11
"GH","2005-11",0
"GH","2005-12",0
"GH","2006-01",0
"GH","2006-02",0
"GH","2006-03",62.12
"GH","2006-04",0
"GH","2006-05",0
"GH","2006-06",4.26
"GH","2006-07",78.82
"GH","2006-08",35.95
"GH","2006-09",34.6
"GH","2006-10",10.53
"GH","2006-11",0
"GH","2006-12",9.03
"GH","2007-01",16.6
"GH","2007-02",12.05
"GH","2007-03",23.25
"GH","2007-04",4.96
"GH","2007-05",0
"GH","2007-06",0.69
"GH","2007-07",43.45
"GH","2007-08",31.42
"GH","2007-09",16.72
"GH","2007-10",3.68
"GH","2007-11",0.58
"GH","2007-12",66.4
"GH","2008-01",47.62
"GH","2008-02",26.3
"GH","2008-03",0.37
"GH","2008-04",0
"GH","2008-05",19.99
"GH","2008-06",1.16
"GH","2008-07",50.28
"GH","2008-08",39.41
"GH","2008-09",8.3
"GH","2008-10",0.88
"GH","2008-11",14.56
"GH","2008-12",34.91
"GH","2009-01",17.71
"GH","2009-02",27.46
"GH","2009-03",0.32
"GH","2009-04",11.1
"GH","2009-05",3.1
"GH","2009-06",0.46
"GH","2009-07",26.46
"GH","2009-08",6.06
"GH","2009-09",14.53
"GH","2009-10",0
"GH","2009-11",3.6
"GH","2009-12",19.52
"GH","2010-01",104.87
"GH","2010-02",34.6
"GH","2010-03",24.99
"GH","2010-04",2.68
"GH","2010-05",0
"GH","2010-06",0
"GH","2010-07",26.45
"GH","2010-08",45.05
"GH","2010-09",1.51
"GH","2010-10",23.53
"GH","2010-11",0
"GH","2010-12",26.91
"GH","2011-01",0
"GH","2011-02",23.15
"GH","2011-03",5.73
"GH","2011-04",17.22
"GH","2011-05",4.31
"GH","2011-06",0
"GH","2011-07",15.72
"GH","2011-08",27.21
"GH","2011-09",16.39
"GH","2011-10",6.06
"GH","2011-11",14.58
"GH","2011-12",54.17
"GH","2012-01",12.73
"GH","2012-02",16.78
"GH","2012-03",20.56
"GH","2012-04",3.59
"GH","2012-05",1.66
"GH","2012-06",5.03
"GH","2012-07",48.17
"GH","2012-08",38.08
"GH","2012-09",13.07
"GH","2012-10",0
"GH","2012-11",4.39
"GH","2012-12",41.45
"GH","2013-01",36.39
"GH","2013-02",16.11
"GH","2013-03",22
"GH","2013-04",4.09
"GH","2013-05",0
"GH","2013-06",0
"GH","2013-07",61.56
"GH","2013-08",22.15
"GH","2013-09",22.02
"GH","2013-10",2.73
"GH","2013-11",42.56
"GH","2013-12",11.62
"GH","2014-01",0
"GH","2014-02",0
"GH","2014-03",30.77
"GH","2014-04",2.47
"GH","2014-05",0
"GH","2014-06",0
"GH","2014-07",41.44
"GH","2014-08",35.45
"GH","2014-09",77.09
"GH","2014-10",26.73
"GH","2014-11",0
"GH","2014-12",37.01
"GH","2015-01",57.96
"GH","2015-02",8.65
"GH","2015-03",18.13
"GH","2015-04",7.03
"GH","2015-05",25.31
"GH","2015-06",9.69
"GH","2015-07",15.63
"GH","2015-08",33.81
"GH","2015-09",35.87
"GH","2015-10",37.71
"GH","2015-11",14.49
"GH","2015-12",10.47
"GH","2016-01",48.58
"GH","2016-02",5.77
"GH","2016-03",0
"GH","2016-04",12.51
"GH","2016-05",3.88
"GH","2016-06",19.59
"GH","2016-07",14.47
"GH","2016-08",87.68
"GH","2016-09",11.09
"GH","2016-10",5.06
"GH","2016-11",21.36
"GH","2016-12",36.91
"GH","2017-01",57.68
"GH","2017-02",12.26
"GH","2017-03",6.78
"GH","2017-04",0
"GH","2017-05",5.46
"GH","2017-06",0
"GH","2017-07",69.45
"GH","2017-08",30.89
"GH","2017-09",13.11
"GH","2017-10",0
"GH","2017-11",0
"GH","2017-12",5.2
"GH","2018-01",15.18
"GH","2018-02",30.02
"GH","2018-03",0.35
"GH","2018-04",0
"GH","2018-05",0.58
"GH","2018-06",19.04
"GH","2018-07",32.68
"GH","2018-08",37.84
"GH","2018-09",26.24
"GH","2018-10",60.95
"GH","2018-11",8.99
"GH","2018-12",17.76
"GH","2019-01",33.61
"GH","2019-02",93.75
"GH","2019-03",12.39
"GH","2019-04",8.99
"GH","2019-05",1.39
"GH","2019-06",0
"GH","2019-07",23.32
"GH","2019-08",8
"GH","2019-09",20.97
"GH","2019-10",0
"GH","2019-11",86.39
"GH","2019-12",60.7
"GH","2020-01",11.72
"GH","2020-02",25.37
"GH","2020-03",37.84
"GH","2020-04",0.38
"GH","2020-05",1.62
"GH","2020-06",0
"GH","2020-07",6.78
"HF","1985-01",44.38
"HF","1985-02",26.19
"HF","1985-03",18.86
"HF","1985-04",13.11
"HF","1985-05",0
"HF","1985-06",1.02
"HF","1985-07",29.43
"HF","1985-08",0
"HF","1985-09",22.32
"HF","1985-10",28.5
"HF","1985-11",74
"HF","1985-12",1.88
"HF","1986-01",15.53
"HF","1986-02",33.93
"HF","1986-03",51.52
"HF","1986-04",11.69
"HF","1986-05",2.08
"HF","1986-06",5.41
"HF","1986-07",20.12
"HF","1986-08",41.98
"HF","1986-09",28.7
"HF","1986-10",17.97
"HF","1986-11",18.33
"HF","1986-12",37.8
"HF","1987-01",22.41
"HF","1987-02",23.01
"HF","1987-03",11.15
"HF","1987-04",8.21
"HF","1987-05",9.81
"HF","1987-06",6.11
"HF","1987-07",13.23
"HF","1987-08",19.53
"HF","1987-09",20.91
"HF","1987-10",41.58
"HF","1987-11",57.44
"HF","1987-12",23.16
"HF","1988-01",35.28
"HF","1988-02",27.21
"HF","1988-03",1.33
"HF","1988-04",57.16
"HF","1988-05",0
"HF","1988-06",0
"HF","1988-07",25.25
"HF","1988-08",83.95
"HF","1988-09",4.68
"HF","1988-10",1.08
"HF","1988-11",14.1
"HF","1988-12",6.66
"HF","1989-01",46.82
"HF","1989-02",4.8
"HF","1989-03",11.48
"HF","1989-04",0
"HF","1989-05",4.09
"HF","1989-06",0
"HF","1989-07",12.68
"HF","1989-08",23.11
"HF","1989-09",2.11
"HF","1989-10",13.98
"HF","1989-11",0
"HF","1989-12",12.74
"HF","1990-01",33.65
"HF","1990-02",18.7
"HF","1990-03",19.15
"HF","1990-04",20.14
"HF","1990-05",14.38
"HF","1990-06",5.69
"HF","1990-07",55.42
"HF","1990-08",30.46
"HF","1990-09",42.64
"HF","1990-10",6.04
"HF","1990-11",7.24
"HF","1990-12",0.22
"HF","1991-01",28.64
"HF","1991-02",21.6
"HF","1991-03",118.52
"HF","1991-04",0
"HF","1991-05",0
"HF","1991-06",2.62
"HF","1991-07",5.51
"HF","1991-08",18.71
"HF","1991-09",21.29
"HF","1991-10",8.57
"HF","1991-11",15.79
"HF","1991-12",18.58
"HF","1992-01",36.59
"HF","1992-02",70.42
"HF","1992-03",127.2
"HF","1992-04",5.11
"HF","1992-05",36.53
"HF","1992-06",0
"HF","1992-07",4.7
"HF","1992-08",42.24
"HF","1992-09",0
"HF","1992-10",24.95
"HF","1992-11",0
"HF","1992-12",64.1
"HF","1993-01",165.6
"HF","1993-02",129.82
"HF","1993-03",23.6
"HF","1993-04",0
"HF","1993-05",21.67
"HF","1993-06",1.35
"HF","1993-07",0
"HF","1993-08",34.12
"HF","1993-09",0
"HF","1993-10",20.29
"HF","1993-11",18.77
"HF","1993-12",3.29
"HF","1994-01",2.31
"HF","1994-02",15.8
"HF","1994-03",33.55
"HF","1994-04",12.78
"HF","1994-05",8.73
"HF","1994-06",0
"HF","1994-07",10.29
"HF","1994-08",9.85
"HF","1994-09",8.69
"HF","1994-10",8.36
"HF","1994-11",15.03
"HF","1994-12",42.51
"HF","1995-01",58.53
"HF","1995-02",38.81
"HF","1995-03",39.16
"HF","1995-04",16.48
"HF","1995-05",6.13
"HF","1995-06",1.33
"HF","1995-07",3.54
"HF","1995-08",14.15
"HF","1995-09",7.67
"HF","1995-10",0
"HF","1995-11",1.29
"HF","1995-12",1.77
"HF","1996-01",3.62
"HF","1996-02",29.62
"HF","1996-03",12.86
"HF","1996-04",0
"HF","1996-05",3.41
"HF","1996-06",0
"HF","1996-07",9.05
"HF","1996-08",14.45
"HF","1996-09",4.8
"HF","1996-10",3.63
"HF","1996-11",16.32
"HF","1996-12",4.58
"HF","1997-01",53.6
"HF","1997-02",22.11
"HF","1997-03",0
"HF","1997-04",19.89
"HF","1997-05",0.01
"HF","1997-06",1
"HF","1997-07",7.53
"HF","1997-08",24.45
"HF","1997-09",74.29
"HF","1997-10",0
"HF","1997-11",6.96
"HF","1997-12",21.56
"HF","1998-01",27.46
"HF","1998-02",100.57
"HF","1998-03",40.65
"HF","1998-04",28.4
"HF","1998-05",10.37
"HF","1998-06",0
"HF","1998-07",31.6
"HF","1998-08",45.04
"HF","1998-09",41.38
"HF","1998-10",11.78
"HF","1998-11",29.25
"HF","1998-12",3.88
"HF","1999-01",6.23
"HF","1999-02",17.76
"HF","1999-03",6
"HF","1999-04",28.62
"HF","1999-05",2.48
"HF","1999-06",6.24
"HF","1999-07",58.51
"HF","1999-08",9.96
"HF","1999-09",33.98
"HF","1999-10",0
"HF","1999-11",0
"HF","1999-12",0
"HF","2000-01",0
"HF","2000-02",14.8
"HF","2000-03",26.03
"HF","2000-04",0
"HF","2000-05",0
"HF","2000-06",18.33
"HF","2000-07",0.82
"HF","2000-08",47.61
"HF","2000-09",0
"HF","2000-10",50.21
"HF","2000-11",3.35
"HF","2000-12",0
"HF","2001-01",38.88
"HF","2001-02",30.47
"HF","2001-03",29.93
"HF","2001-04",23.09
"HF","2001-05",0
"HF","2001-06",0
"HF","2001-07",10.94
"HF","2001-08",21.22
"HF","2001-09",6.71
"HF","2001-10",9.45
"HF","2001-11",14.09
"HF","2001-12",9.42
"HF","2002-01",0
"HF","2002-02",0
"HF","2002-03",4.29
"HF","2002-04",0
"HF","2002-05",0
"HF","2002-06",0
"HF","2002-07",10.19
"HF","2002-08",0
"HF","2002-09",26.29
"HF","2002-10",10.03
"HF","2002-11",9.28
"HF","2002-12",4.43
"HF","2003-01",12.98
"HF","2003-02",81.02
"HF","2003-03",36.57
"HF","2003-04",8.74
"HF","2003-05",0
"HF","2003-06",0
"HF","2003-07",9.05
"HF","2003-08",28.91
"HF","2003-09",22.32
"HF","2003-10",0
"HF","2003-11",18.46
"HF","2003-12",11.99
"HF","2004-01",4.28
"HF","2004-02",36.6
"HF","2004-03",6.95
"HF","2004-04",38.29
"HF","2004-05",0
"HF","2004-06",0
"HF","2004-07",8.02
"HF","2004-08",23.17
"HF","2004-09",30.63
"HF","2004-10",121.22
"HF","2004-11",97.37
"HF","2004-12",23.53
"HF","2005-01",85.58
"HF","2005-02",112.23
"HF","2005-03",12.14
"HF","2005-04",15.85
"HF","2005-05",0
"HF","2005-06",0.41
"HF","2005-07",13.56
"HF","2005-08",53.65
"HF","2005-09",0
"HF","2005-10",34.81
"HF","2005-11",1.33
"HF","2005-12",0
"HF","2006-01",0
"HF","2006-02",1.37
"HF","2006-03",27.92
"HF","2006-04",10.49
"HF","2006-05",0
"HF","2006-06",3.08
"HF","2006-07",21.46
"HF","2006-08",23.41
"HF","2006-09",35.56
"HF","2006-10",29.48
"HF","2006-11",0
"HF","2006-12",0.53
"HF","2007-01",6.63
"HF","2007-02",8.51
"HF","2007-03",9.46
"HF","2007-04",0
"HF","2007-05",0
"HF","2007-06",0
"HF","2007-07",35.19
"HF","2007-08",10.62
"HF","2007-09",11.36
"HF","2007-10",1.7
"HF","2007-11",2.42
"HF","2007-12",36.63
"HF","2008-01",52.16
"HF","2008-02",15.62
"HF","2008-03",0
"HF","2008-04",0
"HF","2008-05",10.82
"HF","2008-06",0
"HF","2008-07",16.16
"HF","2008-08",32.87
"HF","2008-09",4.07
"HF","2008-10",0
"HF","2008-11",28.61
"HF","2008-12",50.17
"HF","2009-01",3.51
"HF","2009-02",39.08
"HF","2009-03",0
"HF","2009-04",4.08
"HF","2009-05",3.04
"HF","2009-06",1.47
"HF","2009-07",10.74
