"plot","yr.m","ppt"
"LS","1992-06",0.29
"LS","1992-07",12.04
"LS","1992-08",130.76
"LS","1992-09",3.42
"LS","1992-10",19.38
"LS","1992-11",0
"LS","1992-12",121.45
"LS","1993-01",190.1
"LS","1993-02",152.65
"LS","1993-03",38.77
"LS","1993-04",0
"LS","1993-05",39.52
"LS","1993-06",0.85
"LS","1993-07",0
"LS","1993-08",19.36
"LS","1993-09",0
"LS","1993-10",15.77
"LS","1993-11",26.08
"LS","1993-12",9.9
"LS","1994-01",3.84
"LS","1994-02",34.61
"LS","1994-03",30.74
"LS","1994-04",25.38
"LS","1994-05",12.14
"LS","1994-06",1.59
"LS","1994-07",2.93
"LS","1994-08",16.37
"LS","1994-09",38.71
"LS","1994-10",11.83
"LS","1994-11",14.03
"LS","1994-12",75.84
"LS","1995-01",83.89
"LS","1995-02",68.62
"LS","1995-03",50.29
"LS","1995-04",25.03
"LS","1995-05",8.79
"LS","1995-06",4.92
"LS","1995-07",7.78
"LS","1995-08",20.85
"LS","1995-09",8.07
"LS","1995-10",0
"LS","1995-11",3.77
"LS","1995-12",3.58
"LS","1996-01",2.23
"LS","1996-02",30.32
"LS","1996-03",19.53
"LS","1996-04",0
"LS","1996-05",3.18
"LS","1996-06",0
"LS","1996-07",5.12
"LS","1996-08",45.93
"LS","1996-09",23.16
"LS","1996-10",2.1
"LS","1996-11",11.9
"LS","1996-12",7.44
"LS","1997-01",61.35
"LS","1997-02",34.72
"LS","1997-03",0.01
"LS","1997-04",25.8
"LS","1997-05",0.04
"LS","1997-06",0.01
"LS","1997-07",4.64
"LS","1997-08",54.01
"LS","1997-09",128.55
"LS","1997-10",0
"LS","1997-11",8.54
"LS","1997-12",60.39
"LS","1998-01",24.53
"LS","1998-02",103.36
"LS","1998-03",55.09
"LS","1998-04",25.16
"LS","1998-05",12.99
"LS","1998-06",0
"LS","1998-07",62.4
"LS","1998-08",52.71
"LS","1998-09",43.08
"LS","1998-10",7.28
"LS","1998-11",31.28
"LS","1998-12",9.02
"LS","1999-01",3.04
"LS","1999-02",18.89
"LS","1999-03",11.51
"LS","1999-04",23.48
"LS","1999-05",0
"LS","1999-06",13.96
"LS","1999-07",54.57
"LS","1999-08",45.85
"LS","1999-09",68.96
"LS","1999-10",0
"LS","1999-11",0
"LS","1999-12",0
"LS","2000-01",1.78
"LS","2000-02",28.03
"LS","2000-03",55.58
"LS","2000-04",0.68
"LS","2000-05",0
"LS","2000-06",41.03
"LS","2000-07",0.32
"LS","2000-08",78.12
"LS","2000-09",0
"LS","2000-10",80.9
"LS","2000-11",4.22
"LS","2000-12",0.04
"LS","2001-01",39.3
"LS","2001-02",42.54
"LS","2001-03",48.34
"LS","2001-04",44.9
"LS","2001-05",8.54
"LS","2001-06",0
"LS","2001-07",20.14
"LS","2001-08",0.93
"LS","2001-09",2.45
"LS","2001-10",10.95
"LS","2001-11",26.03
"LS","2001-12",23.16
"LS","2002-01",0
"LS","2002-02",0
"LS","2002-03",5.91
"LS","2002-04",8.54
"LS","2002-05",0
"LS","2002-06",0
"LS","2002-07",11.65
"LS","2002-08",0
"LS","2002-09",0.14
"LS","2002-10",11.52
"LS","2002-11",12.65
"LS","2002-12",9.7
"LS","2003-01",13.38
"LS","2003-02",104.48
"LS","2003-03",39.88
"LS","2003-04",4.66
"LS","2003-05",0
"LS","2003-06",0
"LS","2003-07",29.5
"LS","2003-08",56.56
"LS","2003-09",11.64
"LS","2003-10",4.02
"LS","2003-11",35.33
"LS","2003-12",21.21
"LS","2004-01",9.33
"LS","2004-02",36.32
"LS","2004-03",10.23
"LS","2004-04",47.69
"LS","2004-05",0
"LS","2004-06",0
"LS","2004-07",11.89
"LS","2004-08",41.34
"LS","2004-09",68.74
"LS","2004-10",126.67
"LS","2004-11",105.54
"LS","2004-12",45.03
"LS","2005-01",93.22
"LS","2005-02",117.73
"LS","2005-03",27.59
"LS","2005-04",18.48
"LS","2005-05",0
"LS","2005-06",0
"LS","2005-07",25.86
"LS","2005-08",47.98
"LS","2005-09",3.36
"LS","2005-10",39.73
"LS","2005-11",3.03
"LS","2005-12",0
"LS","2006-01",0
"LS","2006-02",0.21
"LS","2006-03",34.52
"LS","2006-04",6.03
"LS","2006-05",1.7
"LS","2006-06",7.99
"LS","2006-07",38.79
"LS","2006-08",22.8
"LS","2006-09",37.98
"LS","2006-10",25.54
"LS","2006-11",0
"LS","2006-12",0.82
"LS","2007-01",7.97
"LS","2007-02",16.45
"LS","2007-03",23.36
"LS","2007-04",0.39
"LS","2007-05",0
"LS","2007-06",0
"LS","2007-07",62.63
"LS","2007-08",10.2
"LS","2007-09",19.86
"LS","2007-10",8.15
"LS","2007-11",0
"LS","2007-12",58.42
"LS","2008-01",93.41
"LS","2008-02",30.47
"LS","2008-03",1.07
"LS","2008-04",0
"LS","2008-05",16.44
"LS","2008-06",0
"LS","2008-07",31.38
"LS","2008-08",68.96
"LS","2008-09",19.46
"LS","2008-10",0
"LS","2008-11",47.18
"LS","2008-12",69.93
"LS","2009-01",4.4
"LS","2009-02",44.31
"LS","2009-03",0
"LS","2009-04",15.76
"LS","2009-05",5.89
"LS","2009-06",2.54
"LS","2009-07",11.05
"LS","2009-08",12.99
"LS","2009-09",9.47
"LS","2009-10",0
"LS","2009-11",0
"LS","2009-12",77.97
"LS","2010-01",106.09
"LS","2010-02",48.5
"LS","2010-03",36.37
"LS","2010-04",4.44
"LS","2010-05",0
"LS","2010-06",9.12
"LS","2010-07",14.11
"LS","2010-08",55.99
"LS","2010-09",0
"LS","2010-10",65.31
"LS","2010-11",2.65
"LS","2010-12",65.61
"LS","2011-01",0
"LS","2011-02",41.6
"LS","2011-03",6.39
"LS","2011-04",16.22
"LS","2011-05",6.38
"LS","2011-06",0
"LS","2011-07",27.6
"LS","2011-08",0.29
"LS","2011-09",20.2
"LS","2011-10",21.26
"LS","2011-11",23.87
"LS","2011-12",63.87
"LS","2012-01",3.38
"LS","2012-02",6.09
"LS","2012-03",30.2
"LS","2012-04",16.19
"LS","2012-05",0
"LS","2012-06",0
"LS","2012-07",54.86
"LS","2012-08",92.46
"LS","2012-09",44.49
"LS","2012-10",3.31
"LS","2012-11",1.77
"LS","2012-12",52.38
"LS","2013-01",48
"LS","2013-02",7.64
"LS","2013-03",8.27
"LS","2013-04",1.39
"LS","2013-05",0
"LS","2013-06",0
"LS","2013-07",41.28
"LS","2013-08",101.01
"LS","2013-09",37.28
"LS","2013-10",7.39
"LS","2013-11",53.19
"LS","2013-12",8.67
"LS","2014-01",0
"LS","2014-02",1.01
"LS","2014-03",21.07
"LS","2014-04",4.64
"LS","2014-05",0
"LS","2014-06",0
"LS","2014-07",46.15
"LS","2014-08",112.35
"LS","2014-09",47.9
"LS","2014-10",5.71
"LS","2014-11",0
"LS","2014-12",57.26
"LS","2015-01",50.79
"LS","2015-02",23.5
"LS","2015-03",51.53
"LS","2015-04",9.41
"LS","2015-05",18.18
"LS","2015-06",8.45
"LS","2015-07",47.35
"LS","2015-08",30.34
"LS","2015-09",31.91
"LS","2015-10",58.24
"LS","2015-11",9.11
"LS","2015-12",9.51
"LS","2016-01",37.78
"LS","2016-02",14.23
"LS","2016-03",2.77
"LS","2016-04",19.04
"LS","2016-05",22.36
"LS","2016-06",4.25
"LS","2016-07",25.65
"LS","2016-08",68.35
"LS","2016-09",28.62
"LS","2016-10",5.39
"LS","2016-11",12.32
"LS","2016-12",73.15
"LS","2017-01",61.75
"LS","2017-02",55.96
"LS","2017-03",13.61
"LS","2017-04",3.65
"LS","2017-05",7.44
"LS","2017-06",0
"LS","2017-07",70.62
"LS","2017-08",15.16
"LS","2017-09",23.38
"LS","2017-10",0
"LS","2017-11",0
"LS","2017-12",0
"LS","2018-01",22.14
"LS","2018-02",11.87
"LS","2018-03",15.61
"LS","2018-04",0
"LS","2018-05",0.01
"LS","2018-06",9.8
"LS","2018-07",36.4
"LS","2018-08",42.02
"LS","2018-09",1.76
"LS","2018-10",46.74
"LS","2018-11",6.36
"LS","2018-12",5.03
"LS","2019-01",89.52
"LS","2019-02",124.69
"LS","2019-03",31.7
"LS","2019-04",7.45
"LS","2019-05",13.02
"LS","2019-06",0
"LS","2019-07",0.11
"LS","2019-08",0.29
"LS","2019-09",29.81
"LS","2019-10",0
"LS","2019-11",125.01
"LS","2019-12",59.07
"LS","2020-01",0.25
"LS","2020-02",26.88
"LS","2020-03",105.66
"LS","2020-04",10.25
"LS","2020-05",1.36
"LS","2020-06",0
"LS","2020-07",11.38
"MM","1985-01",28.27
"MM","1985-02",16.72
"MM","1985-03",10.92
"MM","1985-04",4.06
"MM","1985-05",0
"MM","1985-06",0
"MM","1985-07",28.93
"MM","1985-08",17
"MM","1985-09",38.64
"MM","1985-10",30.05
"MM","1985-11",52.69
"MM","1985-12",27.24
"MM","1986-01",2.98
"MM","1986-02",34.37
"MM","1986-03",29.55
"MM","1986-04",1.91
"MM","1986-05",2.05
"MM","1986-06",0
"MM","1986-07",33.65
"MM","1986-08",26.01
"MM","1986-09",8.61
"MM","1986-10",21.42
"MM","1986-11",6.54
"MM","1986-12",42.41
"MM","1987-01",20.56
"MM","1987-02",54.14
"MM","1987-03",4.72
"MM","1987-04",0.51
"MM","1987-05",2.24
"MM","1987-06",0
"MM","1987-07",9.38
"MM","1987-08",22.28
"MM","1987-09",11.97
"MM","1987-10",25.56
"MM","1987-11",34.45
"MM","1987-12",35.05
"MM","1988-01",33.27
"MM","1988-02",11.05
"MM","1988-03",1.99
"MM","1988-04",31.48
"MM","1988-05",0
"MM","1988-06",0
"MM","1988-07",17.91
"MM","1988-08",46.24
"MM","1988-09",0
"MM","1988-10",37.08
"MM","1988-11",25.48
"MM","1988-12",2.48
"MM","1989-01",40.41
"MM","1989-02",0
"MM","1989-03",25.33
"MM","1989-04",0
"MM","1989-05",0
"MM","1989-06",0
"MM","1989-07",15.23
"MM","1989-08",12.46
"MM","1989-09",6.3
"MM","1989-10",14.51
"MM","1989-11",3.34
"MM","1989-12",9.28
"MM","1990-01",23.8
"MM","1990-02",20.88
"MM","1990-03",7.38
"MM","1990-04",5.39
"MM","1990-05",3.55
"MM","1990-06",2.52
"MM","1990-07",48.48
"MM","1990-08",62.8
"MM","1990-09",50.18
"MM","1990-10",9.26
"MM","1990-11",16.65
"MM","1990-12",28.81
"MM","1991-01",19.78
"MM","1991-02",13.22
"MM","1991-03",67.88
"MM","1991-04",0
"MM","1991-05",0
"MM","1991-06",0
"MM","1991-07",6.62
"MM","1991-08",11.58
"MM","1991-09",17.06
"MM","1991-10",23.84
"MM","1991-11",27.19
"MM","1991-12",52.63
"MM","1992-01",40.28
"MM","1992-02",61.25
"MM","1992-03",63.85
"MM","1992-04",18.41
"MM","1992-05",24.98
"MM","1992-06",1.97
"MM","1992-07",37.22
"MM","1992-08",43.03
"MM","1992-09",6.54
"MM","1992-10",5.72
"MM","1992-11",0.29
"MM","1992-12",101.41
"MM","1993-01",140.89
"MM","1993-02",64.41
"MM","1993-03",35.39
"MM","1993-04",0
"MM","1993-05",4.35
"MM","1993-06",0
"MM","1993-07",3.5
"MM","1993-08",50.08
"MM","1993-09",5.98
"MM","1993-10",25.07
"MM","1993-11",76.13
"MM","1993-12",1.62
"MM","1994-01",6.54
"MM","1994-02",24.64
"MM","1994-03",33.07
"MM","1994-04",4.52
"MM","1994-05",13.48
"MM","1994-06",0
"MM","1994-07",10.14
"MM","1994-08",10.09
"MM","1994-09",32.16
"MM","1994-10",13.43
"MM","1994-11",18.11
"MM","1994-12",75.4
"MM","1995-01",50.98
"MM","1995-02",15.87
"MM","1995-03",22.73
"MM","1995-04",7.86
"MM","1995-05",0.15
"MM","1995-06",0
"MM","1995-07",2.57
"MM","1995-08",45
"MM","1995-09",23
"MM","1995-10",0
"MM","1995-11",24.63
"MM","1995-12",0
"MM","1996-01",0
"MM","1996-02",34.96
"MM","1996-03",18.34
"MM","1996-04",0
"MM","1996-05",0
"MM","1996-06",0
"MM","1996-07",35.17
"MM","1996-08",22.55
"MM","1996-09",30.02
"MM","1996-10",0.07
"MM","1996-11",11.28
"MM","1996-12",0
"MM","1997-01",26.62
"MM","1997-02",15.4
"MM","1997-03",2.28
"MM","1997-04",10.48
"MM","1997-05",1.42
"MM","1997-06",0
"MM","1997-07",3.69
"MM","1997-08",45.84
"MM","1997-09",17.76
"MM","1997-10",6.01
"MM","1997-11",10.92
"MM","1997-12",44.23
"MM","1998-01",10.17
"MM","1998-02",123.59
"MM","1998-03",52.61
"MM","1998-04",5.78
"MM","1998-05",1.07
"MM","1998-06",0
"MM","1998-07",33.4
"MM","1998-08",27.64
"MM","1998-09",26.11
"MM","1998-10",15.88
"MM","1998-11",6.27
"MM","1998-12",12.82
"MM","1999-01",1.8
"MM","1999-02",9.29
"MM","1999-03",5.79
"MM","1999-04",29.62
"MM","1999-05",0
"MM","1999-06",1.74
"MM","1999-07",54.12
"MM","1999-08",27.96
"MM","1999-09",23.68
"MM","1999-10",0
"MM","1999-11",0
"MM","1999-12",0
"MM","2000-01",3.43
"MM","2000-02",2.29
"MM","2000-03",56.56
"MM","2000-04",1.04
"MM","2000-05",0
"MM","2000-06",10.42
"MM","2000-07",3.55
"MM","2000-08",19.65
"MM","2000-09",0
"MM","2000-10",84
"MM","2000-11",18.72
"MM","2000-12",0
"MM","2001-01",44.04
"MM","2001-02",25.87
"MM","2001-03",25.43
"MM","2001-04",16.29
"MM","2001-05",0.64
"MM","2001-06",0
"MM","2001-07",18.78
"MM","2001-08",23.85
"MM","2001-09",0
"MM","2001-10",6.52
"MM","2001-11",4.82
"MM","2001-12",22.2
"MM","2002-01",1.33
"MM","2002-02",0
"MM","2002-03",1.14
"MM","2002-04",0.04
"MM","2002-05",0
"MM","2002-06",0
"MM","2002-07",16.6
"MM","2002-08",0
"MM","2002-09",35.25
"MM","2002-10",7.36
"MM","2002-11",22.12
"MM","2002-12",13.36
"MM","2003-01",18.04
"MM","2003-02",93.35
"MM","2003-03",18.86
"MM","2003-04",5.92
"MM","2003-05",0
"MM","2003-06",0
"MM","2003-07",15.23
"MM","2003-08",37.33
"MM","2003-09",25.87
"MM","2003-10",1.98
"MM","2003-11",25.79
"MM","2003-12",9.81
"MM","2004-01",14.27
"MM","2004-02",23.35
"MM","2004-03",12.45
"MM","2004-04",26.06
"MM","2004-05",0
"MM","2004-06",0
"MM","2004-07",17.48
"MM","2004-08",17.45
"MM","2004-09",5.59
"MM","2004-10",28.99
"MM","2004-11",28.78
"MM","2004-12",45.82
"MM","2005-01",38.57
"MM","2005-02",99.37
"MM","2005-03",8.1
"MM","2005-04",3.63
"MM","2005-05",0
"MM","2005-06",0
"MM","2005-07",14.88
"MM","2005-08",41.95
"MM","2005-09",1.54
"MM","2005-10",9.64
"MM","2005-11",0
"MM","2005-12",0
"MM","2006-01",0
"MM","2006-02",0
"MM","2006-03",38.69
"MM","2006-04",1.5
"MM","2006-05",0
"MM","2006-06",0.8
"MM","2006-07",19.4
"MM","2006-08",71.78
"MM","2006-09",34.36
"MM","2006-10",1.2
"MM","2006-11",0
"MM","2006-12",6.57
"MM","2007-01",16.17
"MM","2007-02",8.94
"MM","2007-03",24.94
"MM","2007-04",3.47
"MM","2007-05",0
"MM","2007-06",0
"MM","2007-07",15.1
"MM","2007-08",17.38
"MM","2007-09",3.86
"MM","2007-10",0
"MM","2007-11",0
"MM","2007-12",52.94
"MM","2008-01",47.05
"MM","2008-02",2.07
"MM","2008-03",0
"MM","2008-04",0
"MM","2008-05",20.68
"MM","2008-06",0
"MM","2008-07",39
"MM","2008-08",46.08
"MM","2008-09",2.56
"MM","2008-10",0
"MM","2008-11",19.6
"MM","2008-12",36.26
"MM","2009-01",6.26
"MM","2009-02",20.45
"MM","2009-03",0
"MM","2009-04",3.56
"MM","2009-05",4.81
"MM","2009-06",0
"MM","2009-07",11.47
"MM","2009-08",21.21
"MM","2009-09",12.64
"MM","2009-10",0
"MM","2009-11",0.47
"MM","2009-12",8.7
"MM","2010-01",77.58
"MM","2010-02",42.32
"MM","2010-03",21.85
"MM","2010-04",0
"MM","2010-05",0
"MM","2010-06",0
"MM","2010-07",5.8
"MM","2010-08",31.69
"MM","2010-09",0.11
"MM","2010-10",15.51
"MM","2010-11",1.09
"MM","2010-12",40.96
"MM","2011-01",0
"MM","2011-02",24.5
"MM","2011-03",5.77
"MM","2011-04",7.54
"MM","2011-05",1.2
"MM","2011-06",0
"MM","2011-07",22.15
"MM","2011-08",1.22
"MM","2011-09",3.64
"MM","2011-10",5.84
"MM","2011-11",23.35
"MM","2011-12",28.74
"MM","2012-01",0.9
"MM","2012-02",1.41
"MM","2012-03",13.02
"MM","2012-04",1.48
"MM","2012-05",1.2
"MM","2012-06",0
"MM","2012-07",30.62
"MM","2012-08",42.14
"MM","2012-09",21.22
"MM","2012-10",0
"MM","2012-11",0.52
"MM","2012-12",26.01
"MM","2013-01",36.28
"MM","2013-02",8.43
"MM","2013-03",7.99
"MM","2013-04",0
"MM","2013-05",0
"MM","2013-06",0
"MM","2013-07",28.68
"MM","2013-08",37.19
"MM","2013-09",9.71
"MM","2013-10",0.01
"MM","2013-11",54.74
"MM","2013-12",10.71
"MM","2014-01",0
"MM","2014-02",0
"MM","2014-03",20.97
"MM","2014-04",0
"MM","2014-05",0
"MM","2014-06",0
"MM","2014-07",16.62
"MM","2014-08",57.66
"MM","2014-09",88.38
"MM","2014-10",8.16
"MM","2014-11",0
"MM","2014-12",23.75
"MM","2015-01",17.38
"MM","2015-02",6.7
"MM","2015-03",14.82
"MM","2015-04",0
"MM","2015-05",28.55
"MM","2015-06",4.78
"MM","2015-07",12.05
"MM","2015-08",11.57
"MM","2015-09",19.15
"MM","2015-10",38.76
"MM","2015-11",8.07
"MM","2015-12",4.32
"MM","2016-01",39.97
"MM","2016-02",6.41
"MM","2016-03",0
"MM","2016-04",10.75
"MM","2016-05",5.96
"MM","2016-06",0.7
"MM","2016-07",14.52
"MM","2016-08",23
"MM","2016-09",19.72
"MM","2016-10",6.33
"MM","2016-11",23.15
"MM","2016-12",28.48
"MM","2017-01",31.36
"MM","2017-02",30.88
"MM","2017-03",2.32
"MM","2017-04",0
"MM","2017-05",2.96
"MM","2017-06",0
"MM","2017-07",56.5
"MM","2017-08",20.61
"MM","2017-09",2.62
"MM","2017-10",0
"MM","2017-11",0
"MM","2017-12",6.66
"MM","2018-01",10.77
"MM","2018-02",11.85
"MM","2018-03",0.98
"MM","2018-04",0
"MM","2018-05",0
"MM","2018-06",2.56
"MM","2018-07",24.18
"MM","2018-08",24.21
"MM","2018-09",5.14
"MM","2018-10",122.74
"MM","2018-11",9.44
"MM","2018-12",6.23
"MM","2019-01",26.1
"MM","2019-02",55.02
"MM","2019-03",15.46
"MM","2019-04",3.13
"MM","2019-05",1.57
"MM","2019-06",0
"MM","2019-07",10.27
"MM","2019-08",7.25
"MM","2019-09",48.02
"MM","2019-10",0
"MM","2019-11",61.68
"MM","2019-12",29.43
"MM","2020-01",7.04
"MM","2020-02",37.91
"MM","2020-03",68.82
"MM","2020-04",2.52
"MM","2020-05",0.13
"MM","2020-06",0
"MM","2020-07",2.23
"NW","1985-01",17.14
"NW","1985-02",13.41
"NW","1985-03",4.14
"NW","1985-04",3.63
"NW","1985-05",0
"NW","1985-06",0
"NW","1985-07",14.18
"NW","1985-08",1.85
"NW","1985-09",26.8
"NW","1985-10",19
"NW","1985-11",46.22
"NW","1985-12",6.63
"NW","1986-01",6.32
"NW","1986-02",24.33
"NW","1986-03",14.38
"NW","1986-04",0.89
"NW","1986-05",0.74
"NW","1986-06",0.94
"NW","1986-07",28.3
"NW","1986-08",19.88
"NW","1986-09",22.98
"NW","1986-10",15.48
"NW","1986-11",12.04
"NW","1986-12",19.88
"NW","1987-01",10.21
"NW","1987-02",18.87
"NW","1987-03",2.06
"NW","1987-04",0.58
"NW","1987-05",2.35
"NW","1987-06",2.1
"NW","1987-07",19.62
"NW","1987-08",9.65
"NW","1987-09",14.89
"NW","1987-10",23.24
"NW","1987-11",21.74
"NW","1987-12",20.69
"NW","1988-01",23.46
"NW","1988-02",17.11
"NW","1988-03",1.15
"NW","1988-04",38.98
"NW","1988-05",0
"NW","1988-06",0
"NW","1988-07",24.75
"NW","1988-08",112.32
"NW","1988-09",0
"NW","1988-10",2.31
"NW","1988-11",2.36
"NW","1988-12",1.7
"NW","1989-01",35.74
"NW","1989-02",0
"NW","1989-03",5.75
"NW","1989-04",0
"NW","1989-05",0.05
"NW","1989-06",0
"NW","1989-07",11.27
"NW","1989-08",5.33
"NW","1989-09",0
"NW","1989-10",5.36
"NW","1989-11",0
"NW","1989-12",6.14
"NW","1990-01",31.62
"NW","1990-02",9.13
"NW","1990-03",4.98
"NW","1990-04",6.62
"NW","1990-05",3.11
"NW","1990-06",3.49
"NW","1990-07",32.73
"NW","1990-08",30.4
"NW","1990-09",29.28
"NW","1990-10",2.47
"NW","1990-11",0.82
"NW","1990-12",0.24
"NW","1991-01",13.16
"NW","1991-02",11.95
"NW","1991-03",56.07
"NW","1991-04",0
"NW","1991-05",0
"NW","1991-06",0
"NW","1991-07",2.98
"NW","1991-08",8.84
"NW","1991-09",6.39
"NW","1991-10",5
"NW","1991-11",5.36
"NW","1991-12",12.15
"NW","1992-01",27.49
"NW","1992-02",64.08
"NW","1992-03",62.56
"NW","1992-04",8.03
"NW","1992-05",14.06
"NW","1992-06",0
"NW","1992-07",3.02
"NW","1992-08",29.5
"NW","1992-09",0
"NW","1992-10",12.09
"NW","1992-11",0
"NW","1992-12",58.13
"NW","1993-01",99.19
"NW","1993-02",82.05
"NW","1993-03",16.72
"NW","1993-04",0
"NW","1993-05",1.21
"NW","1993-06",0
"NW","1993-07",0
"NW","1993-08",16.84
"NW","1993-09",0
"NW","1993-10",5.15
"NW","1993-11",19.68
"NW","1993-12",0.92
"NW","1994-01",0.95
"NW","1994-02",17.15
"NW","1994-03",32.12
"NW","1994-04",0.48
"NW","1994-05",12.3
"NW","1994-06",0
"NW","1994-07",23.63
"NW","1994-08",12.16
"NW","1994-09",6.72
"NW","1994-10",1
"NW","1994-11",5.16
"NW","1994-12",38.91
"NW","1995-01",57.23
"NW","1995-02",25.99
"NW","1995-03",14.66
"NW","1995-04",17.02
"NW","1995-05",0
"NW","1995-06",0
"NW","1995-07",5.04
"NW","1995-08",8.93
"NW","1995-09",1.13
"NW","1995-10",0
"NW","1995-11",0.91
"NW","1995-12",1.56
"NW","1996-01",0.84
"NW","1996-02",10.71
"NW","1996-03",3.69
"NW","1996-04",0
"NW","1996-05",0.74
"NW","1996-06",0
"NW","1996-07",1.81
"NW","1996-08",18.17
"NW","1996-09",19.55
"NW","1996-10",0.46
"NW","1996-11",2.64
"NW","1996-12",0.92
"NW","1997-01",25.88
"NW","1997-02",8.98
"NW","1997-03",0
"NW","1997-04",8.52
"NW","1997-05",0
"NW","1997-06",0
"NW","1997-07",9.3
"NW","1997-08",16.86
"NW","1997-09",68.66
"NW","1997-10",0
"NW","1997-11",1.74
"NW","1997-12",44.9
"NW","1998-01",5.77
"NW","1998-02",77.95
"NW","1998-03",16.25
"NW","1998-04",2.21
"NW","1998-05",0.67
"NW","1998-06",0
"NW","1998-07",32.03
"NW","1998-08",15.78
"NW","1998-09",39.96
"NW","1998-10",1.83
"NW","1998-11",11.58
"NW","1998-12",6.56
"NW","1999-01",1.69
"NW","1999-02",15.83
"NW","1999-03",1.38
"NW","1999-04",27.98
"NW","1999-05",0
"NW","1999-06",2.51
"NW","1999-07",49.56
"NW","1999-08",4.24
"NW","1999-09",19.72
"NW","1999-10",0
"NW","1999-11",0
"NW","1999-12",0
"NW","2000-01",0.42
"NW","2000-02",10.92
"NW","2000-03",15.28
"NW","2000-04",0
"NW","2000-05",0
"NW","2000-06",4.84
"NW","2000-07",0
"NW","2000-08",33.01
"NW","2000-09",0
"NW","2000-10",30.58
"NW","2000-11",0.86
"NW","2000-12",0
"NW","2001-01",27.1
"NW","2001-02",24.3
"NW","2001-03",24.71
"NW","2001-04",2.48
"NW","2001-05",0
"NW","2001-06",0.01
"NW","2001-07",11.91
"NW","2001-08",15.97
"NW","2001-09",0.81
"NW","2001-10",2.76
"NW","2001-11",1.02
"NW","2001-12",8.23
"NW","2002-01",0
"NW","2002-02",0
"NW","2002-03",1.32
"NW","2002-04",0
"NW","2002-05",0
"NW","2002-06",0
"NW","2002-07",4.17
"NW","2002-08",0
"NW","2002-09",24.43
"NW","2002-10",7.23
"NW","2002-11",7.97
"NW","2002-12",1.98
"NW","2003-01",14.25
"NW","2003-02",69.13
"NW","2003-03",17.73
"NW","2003-04",2.46
"NW","2003-05",0
"NW","2003-06",0
"NW","2003-07",9.88
"NW","2003-08",26.33
"NW","2003-09",8.16
"NW","2003-10",0
"NW","2003-11",11.96
"NW","2003-12",10.27
"NW","2004-01",3.45
"NW","2004-02",17.79
"NW","2004-03",8.24
"NW","2004-04",21.43
"NW","2004-05",0
"NW","2004-06",0
"NW","2004-07",7.34
"NW","2004-08",10.08
"NW","2004-09",13.51
"NW","2004-10",72.43
"NW","2004-11",48.9
"NW","2004-12",34.41
"NW","2005-01",52.19
"NW","2005-02",77.59
"NW","2005-03",9.69
"NW","2005-04",4.66
"NW","2005-05",0
"NW","2005-06",0
"NW","2005-07",20.07
"NW","2005-08",55.06
"NW","2005-09",3.43
"NW","2005-10",17.78
"NW","2005-11",0.61
"NW","2005-12",0
"NW","2006-01",0
"NW","2006-02",0.43
"NW","2006-03",9.14
"NW","2006-04",0.42
"NW","2006-05",0
"NW","2006-06",1.83
"NW","2006-07",12
"NW","2006-08",29.45
"NW","2006-09",24.35
"NW","2006-10",11.49
"NW","2006-11",0
"NW","2006-12",1.15
"NW","2007-01",5.68
"NW","2007-02",5.84
"NW","2007-03",13.12
"NW","2007-04",1.01
"NW","2007-05",0
"NW","2007-06",0
"NW","2007-07",29.44
"NW","2007-08",13.49
"NW","2007-09",7.93
"NW","2007-10",2.28
"NW","2007-11",0
"NW","2007-12",39.12
"NW","2008-01",34.17
"NW","2008-02",5.14
"NW","2008-03",0
"NW","2008-04",0
"NW","2008-05",14.72
"NW","2008-06",0
"NW","2008-07",20.6
"NW","2008-08",31.3
"NW","2008-09",6.15
"NW","2008-10",0
"NW","2008-11",26.12
"NW","2008-12",34.5
"NW","2009-01",0.33
"NW","2009-02",21.25
"NW","2009-03",0
"NW","2009-04",6.76
"NW","2009-05",0.81
"NW","2009-06",0
"NW","2009-07",8.77
"NW","2009-08",8.98
"NW","2009-09",9.52
"NW","2009-10",0
"NW","2009-11",0
"NW","2009-12",15.75
"NW","2010-01",74.84
"NW","2010-02",30.5
"NW","2010-03",19.21
"NW","2010-04",0
"NW","2010-05",0
"NW","2010-06",0
"NW","2010-07",26.74
"NW","2010-08",17.29
"NW","2010-09",0
"NW","2010-10",8.12
"NW","2010-11",0
"NW","2010-12",30.78
"NW","2011-01",0
"NW","2011-02",24.44
"NW","2011-03",2
"NW","2011-04",9.71
"NW","2011-05",0
"NW","2011-06",0
"NW","2011-07",24.59
"NW","2011-08",5.74
"NW","2011-09",9.61
"NW","2011-10",1.05
"NW","2011-11",17.32
"NW","2011-12",25.39
"NW","2012-01",1.14
"NW","2012-02",0.76
"NW","2012-03",6.95
"NW","2012-04",3.06
"NW","2012-05",0
"NW","2012-06",0
"NW","2012-07",35.29
"NW","2012-08",32.34
"NW","2012-09",17.33
"NW","2012-10",5.26
"NW","2012-11",0
"NW","2012-12",27.35
"NW","2013-01",31.19
"NW","2013-02",5.46
"NW","2013-03",4.96
"NW","2013-04",0
"NW","2013-05",0
"NW","2013-06",0
"NW","2013-07",41.55
"NW","2013-08",33.42
"NW","2013-09",30.43
"NW","2013-10",0.86
"NW","2013-11",46.31
"NW","2013-12",11.98
